"","ID","Nest_ID","Video_ID","Behavior","DateTimeBegin","DateTimeEnd","RecessCause","X","year","found_day","habitat","fws_steel_band.x","eggs_max","fate","fate_day","eggs_hatched","ducklings_min","predator","camera_type","camera_start","camera_end","camera_fate","camera_days","camera_exposure","inc_late","inc_mean","inc_median","inc_early","inc_hatch","inc_firsthatch","found_laying","init_laying","init_mean","init_median","init_hatch","init_firsthatch","found_status","eggs_depredated","eggs_inviable","Species","Fate_video","Fate_Dep_Species_video","Min_Number_Ducklings_video","capture_date","capture_datetime","release_datetime","age","mass","wing_chord","flattened_wing","culmen","nares_distal","nares_proximal","tarsus_total","tarsus_diagonal","head","primary_ninth","transmitter","DurationSecs","NextDateTimeBegin","TimeToNextVidSecs","DurationMins","Time_Diff_Mins","Fate_video_simple","Fate_combined"
"718",20876,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-13 05:37:52,2011-07-13 07:10:37,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,5565,2011-07-13 07:37:47,15,32,-26.9166666666667,"Hatched","Hatched"
"719",21685,"11-KER018","11-KER018_3","I-Incubating",2011-07-13 07:10:52,2011-07-13 15:26:37,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,29745,2011-07-13 15:53:47,15,31.5,-26.9166666666667,"Hatched","Hatched"
"720",20877,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-13 15:26:52,2011-07-13 16:17:22,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,3030,2011-07-13 16:44:32,15,27.75,-26.9166666666667,"Hatched","Hatched"
"721",21686,"11-KER018","11-KER018_3","I-Incubating",2011-07-13 16:17:37,2011-07-13 19:49:22,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,12705,2011-07-13 20:16:32,15,39.75,-26.9166666666667,"Hatched","Hatched"
"722",20878,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-13 19:49:37,2011-07-13 20:54:22,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,3885,2011-07-13 21:21:32,15,32.75,-26.9166666666667,"Hatched","Hatched"
"723",21687,"11-KER018","11-KER018_3","I-Incubating",2011-07-13 20:54:37,2011-07-13 22:57:07,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,7350,2011-07-13 23:24:17,15,32,-26.9166666666667,"Hatched","Hatched"
"724",20879,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-13 22:57:22,2011-07-13 23:34:52,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2250,2011-07-14 00:02:02,15,39,-26.9166666666667,"Hatched","Hatched"
"725",21688,"11-KER018","11-KER018_3","I-Incubating",2011-07-13 23:35:07,2011-07-14 01:50:22,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,8115,2011-07-14 02:17:32,15,36.25,-26.9166666666667,"Hatched","Hatched"
"726",20880,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-14 01:50:37,2011-07-14 03:01:07,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,4230,2011-07-14 03:28:17,15,39,-26.9166666666667,"Hatched","Hatched"
"727",21689,"11-KER018","11-KER018_3","I-Incubating",2011-07-14 03:01:22,2011-07-14 04:33:37,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,5535,2011-07-14 05:00:47,15,18,-26.9166666666667,"Hatched","Hatched"
"728",20881,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-14 04:33:52,2011-07-14 05:19:22,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2730,2011-07-14 05:46:32,15,31.75,-26.9166666666667,"Hatched","Hatched"
"729",21690,"11-KER018","11-KER018_3","I-Incubating",2011-07-14 05:19:37,2011-07-14 19:42:07,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,51750,2011-07-14 20:09:17,15,40.25,-26.9166666666667,"Hatched","Hatched"
"730",20882,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-14 19:42:22,2011-07-14 20:30:37,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2895,2011-07-14 20:57:47,15,5,-26.9166666666667,"Hatched","Hatched"
"731",21691,"11-KER018","11-KER018_3","I-Incubating",2011-07-14 20:30:52,2011-07-14 22:05:07,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,5655,2011-07-14 22:32:17,15,31.25,-26.9166666666667,"Hatched","Hatched"
"732",20883,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-14 22:05:22,2011-07-14 22:43:22,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2280,2011-07-14 23:10:32,15,48.75,-26.9166666666667,"Hatched","Hatched"
"733",21692,"11-KER018","11-KER018_3","I-Incubating",2011-07-14 22:43:37,2011-07-15 00:04:37,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,4860,2011-07-15 00:31:47,15,30,-26.9166666666667,"Hatched","Hatched"
"734",20884,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-15 00:04:52,2011-07-15 01:13:37,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,4125,2011-07-15 01:40:47,15,32.25,-26.9166666666667,"Hatched","Hatched"
"735",21693,"11-KER018","11-KER018_3","I-Incubating",2011-07-15 01:13:52,2011-07-15 02:34:37,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,4845,2011-07-15 03:01:47,15,29.75,-26.9166666666667,"Hatched","Hatched"
"736",20885,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-15 02:34:52,2011-07-15 03:12:07,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2235,2011-07-15 03:39:17,15,41.5,-26.9166666666667,"Hatched","Hatched"
"737",21694,"11-KER018","11-KER018_3","I-Incubating",2011-07-15 03:12:22,2011-07-15 08:26:22,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,18840,2011-07-15 08:53:32,15,36,-26.9166666666667,"Hatched","Hatched"
"738",20886,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-15 08:26:37,2011-07-15 09:14:22,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2865,2011-07-15 09:41:32,15,32.25,-26.9166666666667,"Hatched","Hatched"
"739",21695,"11-KER018","11-KER018_3","I-Incubating",2011-07-15 09:14:37,2011-07-15 22:00:07,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,45930,2011-07-15 22:27:17,15,43.25,-26.9166666666667,"Hatched","Hatched"
"740",20887,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-15 22:00:22,2011-07-15 22:41:52,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2490,2011-07-15 23:09:02,15,30.5,-26.9166666666667,"Hatched","Hatched"
"741",21696,"11-KER018","11-KER018_3","I-Incubating",2011-07-15 22:42:07,2011-07-16 00:18:22,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,5775,2011-07-16 00:45:32,15,27,-26.9166666666667,"Hatched","Hatched"
"742",20888,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 00:18:37,2011-07-16 01:14:52,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,3375,2011-07-16 01:42:02,15,47.75,-26.9166666666667,"Hatched","Hatched"
"743",21697,"11-KER018","11-KER018_3","I-Incubating",2011-07-16 01:15:07,2011-07-16 03:08:37,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,6810,2011-07-16 03:35:47,15,28.25,-26.9166666666667,"Hatched","Hatched"
"744",20889,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 03:08:52,2011-07-16 03:42:22,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2010,2011-07-16 04:09:32,15,35.25,-26.9166666666667,"Hatched","Hatched"
"745",21698,"11-KER018","11-KER018_3","I-Incubating",2011-07-16 03:42:37,2011-07-16 05:27:07,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,6270,2011-07-16 05:54:17,15,31.75,-26.9166666666667,"Hatched","Hatched"
"746",20890,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 05:27:22,2011-07-16 06:16:52,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2970,2011-07-16 06:44:02,15,29.75,-26.9166666666667,"Hatched","Hatched"
"747",21699,"11-KER018","11-KER018_3","I-Incubating",2011-07-16 06:17:07,2011-07-16 20:07:37,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,49830,2011-07-16 20:34:47,15,35.25,-26.9166666666667,"Hatched","Hatched"
"748",20891,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 20:07:52,2011-07-16 20:37:52,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,1800,2011-07-16 21:05:02,15,38.75,-26.9166666666667,"Hatched","Hatched"
"749",21700,"11-KER018","11-KER018_3","I-Incubating",2011-07-16 20:38:07,2011-07-16 22:16:07,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,5880,2011-07-16 22:43:17,15,16.75,-26.9166666666667,"Hatched","Hatched"
"750",20892,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 22:16:22,2011-07-16 22:58:07,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2505,2011-07-16 23:25:17,15,128.75,-26.9166666666667,"Hatched","Hatched"
"751",21701,"11-KER018","11-KER018_3","I-Incubating",2011-07-16 22:58:22,2011-07-17 00:43:07,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,6285,2011-07-17 01:10:17,15,357.5,-26.9166666666667,"Hatched","Hatched"
"752",20893,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-17 00:43:22,2011-07-17 01:21:22,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2280,2011-07-17 01:48:32,15,364.75,-26.9166666666667,"Hatched","Hatched"
"753",21702,"11-KER018","11-KER018_3","I-Incubating",2011-07-17 01:21:37,2011-07-17 03:06:07,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,6270,2011-07-17 03:33:17,15,305.5,-26.9166666666667,"Hatched","Hatched"
"754",20894,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-17 03:06:22,2011-07-17 03:45:37,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2355,2011-07-17 04:12:47,15,618.75,-26.9166666666667,"Hatched","Hatched"
"755",21703,"11-KER018","11-KER018_3","I-Incubating",2011-07-17 03:45:52,2011-07-17 05:16:52,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,5460,2011-07-17 05:44:02,15,65.5,-26.9166666666667,"Hatched","Hatched"
"756",20895,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-17 05:17:07,2011-07-17 05:53:22,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2175,2011-07-17 06:20:32,15,268.75,-26.9166666666667,"Hatched","Hatched"
"757",21704,"11-KER018","11-KER018_3","I-Incubating",2011-07-17 05:53:37,2011-07-17 07:22:37,"NotApplicable",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,5340,2011-07-17 07:49:47,15,221,-26.9166666666667,"Hatched","Hatched"
"758",20896,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-17 07:22:52,2011-07-17 08:02:22,"O",141,2011,178,NA,"2406-00647",6,"Hatched",208,6,3,NA,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA,2370,2011-07-17 08:29:32,15,636,-26.9166666666667,"Hatched","Hatched"
