"","ID","Nest_ID","Video_ID","Behavior","DateTimeBegin","DateTimeEnd","HowLeft","RecessCause","Comments_Notes","Who_Entered","Date_Entered","Double_Checked_Who","Double_Checked_Date","Date_Double_Checked","X","year","found_day","species","habitat","fws_steel_band.x","eggs_max","fate","fate_day","eggs_hatched","ducklings_min","predator","camera_nest","camera_type","camera_start","camera_end","camera_fate","camera_days","camera_exposure","inc_late","inc_mean","inc_median","inc_early","inc_hatch","inc_firsthatch","found_laying","init_laying","init_mean","init_median","init_hatch","init_firsthatch","found_status","eggs_depredated","eggs_inviable","Species","Fate_video","Fate_Dep_Species_video","Min_Number_Ducklings_video","capture_date","capture_datetime","release_datetime","age","mass","wing_chord","flattened_wing","culmen","nares_distal","nares_proximal","tarsus_total","tarsus_diagonal","head","primary_ninth","transmitter"
"340",20874,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-12 17:43:17,2011-07-12 18:30:32,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"341",20875,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-13 01:52:17,2011-07-13 02:40:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"342",20876,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-13 06:04:47,2011-07-13 07:37:32,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"343",20877,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-13 15:53:47,2011-07-13 16:44:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"344",20878,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-13 20:16:32,2011-07-13 21:21:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"345",20879,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-13 23:24:17,2011-07-14 00:01:47,"NotRecorded","O","over 2 days","Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"346",20880,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-14 02:17:32,2011-07-14 03:28:02,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"347",20881,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-14 05:00:47,2011-07-14 05:46:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"348",20882,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-14 20:09:17,2011-07-14 20:57:32,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"349",20883,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-14 22:32:17,2011-07-14 23:10:17,"F","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"350",20884,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-15 00:31:47,2011-07-15 01:40:32,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"351",20885,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-15 03:01:47,2011-07-15 03:39:02,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"352",20886,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-15 08:53:32,2011-07-15 09:41:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"353",20887,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-15 22:27:17,2011-07-15 23:08:47,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"354",20888,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 00:45:32,2011-07-16 01:41:47,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"355",20889,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 03:35:47,2011-07-16 04:09:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"356",20890,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 05:54:17,2011-07-16 06:43:47,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"357",20891,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 20:34:47,2011-07-16 21:04:47,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"358",20892,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-16 22:43:17,2011-07-16 23:25:02,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"359",20893,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-17 01:10:17,2011-07-17 01:48:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"360",20894,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-17 03:33:17,2011-07-17 04:12:32,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"361",20895,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-17 05:44:02,2011-07-17 06:20:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"362",20896,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-17 07:49:47,2011-07-17 08:29:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"363",20897,"11-KER018","11-KER018_3","N-NotIncubating",2011-07-17 10:47:17,2011-07-17 11:26:17,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-27,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"364",20898,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-17 17:56:59,2011-07-17 18:32:44,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"365",20899,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-18 00:08:44,2011-07-18 01:10:29,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"366",20900,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-18 03:18:29,2011-07-18 04:01:59,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"367",20901,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-18 05:15:14,2011-07-18 05:42:29,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"368",20902,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-18 06:44:59,2011-07-18 07:16:29,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"369",20903,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-18 08:23:44,2011-07-18 09:13:44,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"370",20904,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-19 00:17:44,2011-07-19 01:31:44,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"371",20905,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-19 05:45:44,2011-07-19 06:48:29,"F","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"372",20906,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-19 08:57:14,2011-07-19 10:01:14,"F","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"373",20907,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-19 21:07:59,2011-07-19 21:52:59,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"374",20908,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-20 02:09:59,2011-07-20 02:56:14,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"375",20909,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-20 04:23:59,2011-07-20 05:26:14,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"376",20910,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-20 07:17:29,2011-07-20 07:56:14,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"377",20911,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-20 22:52:29,2011-07-20 23:43:29,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
"378",20912,"11-KER018","11-KER018_4","N-NotIncubating",2011-07-21 01:22:29,2011-07-21 01:55:14,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-28,NA,133,2011,178,"LTDU",NA,"2406-00647",6,"Hatched",208,6,3,NA,1,"Reconyx","2011-07-01 17:19:30",NA,"2011-07-27 5:45:05",26.83252315,25.52,181.3333333,181.3958333,181.125,180,NA,NA,"0",NA,177.3958333,177.125,NA,NA,"Active",0,0,"LTDU","Hatched",NA,"3","2011-07-25","2011/07/25 14:46:00","2011/07/25 15:03:00","ASY",562,NA,NA,28.8,NA,NA,"41.3","34.8",NA,NA,NA
