"","ID","Nest_ID","Video_ID","Behavior","DateTimeBegin","DateTimeEnd","RecessCause","X","year","found_day","habitat","fws_steel_band.x","eggs_max","fate","fate_day","eggs_hatched","ducklings_min","predator","camera_type","camera_start","camera_end","camera_fate","camera_days","camera_exposure","inc_late","inc_mean","inc_median","inc_early","inc_hatch","inc_firsthatch","found_laying","init_laying","init_mean","init_median","init_hatch","init_firsthatch","found_status","eggs_depredated","eggs_inviable","Species","Fate_video","Fate_Dep_Species_video","Min_Number_Ducklings_video","capture_date","capture_datetime","release_datetime","age","mass","wing_chord","flattened_wing","culmen","nares_distal","nares_proximal","tarsus_total","tarsus_diagonal","head","primary_ninth","transmitter","DurationSecs","NextDateTimeBegin","TimeToNextVidSecs"
"951",21036,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-13 19:17:00,2011-07-13 19:45:15,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,1695,2011-07-13 19:45:30,15
"952",21845,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-13 19:45:30,2011-07-13 20:40:00,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,3270,2011-07-13 20:40:15,15
"953",21037,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-13 20:40:15,2011-07-13 21:08:45,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,1710,2011-07-13 21:09:00,15
"954",21846,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-13 21:09:00,2011-07-13 22:36:00,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,5220,2011-07-13 22:36:15,15
"955",21038,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-13 22:36:15,2011-07-13 22:50:45,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,870,2011-07-13 22:51:00,15
"956",21847,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-13 22:51:00,2011-07-13 23:44:45,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,3225,2011-07-13 23:45:00,15
"957",21039,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-13 23:45:00,2011-07-14 00:24:15,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2355,2011-07-14 00:24:30,15
"958",21848,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-14 00:24:30,2011-07-14 06:29:15,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,21885,2011-07-14 06:29:30,15
"959",21041,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-14 06:29:30,2011-07-14 06:59:00,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,1770,2011-07-14 06:59:15,15
"960",21850,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-14 06:59:15,2011-07-14 10:01:15,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,10920,2011-07-14 10:01:30,15
"961",21042,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-14 10:01:30,2011-07-14 10:50:15,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2925,2011-07-14 10:50:30,15
"962",21851,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-14 10:50:30,2011-07-14 11:58:15,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,4065,2011-07-14 11:58:30,15
"963",21043,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-14 11:58:30,2011-07-14 12:49:45,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,3075,2011-07-14 12:50:00,15
"964",21852,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-14 12:50:00,2011-07-14 14:50:30,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,7230,2011-07-14 14:50:45,15
"965",21044,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-14 14:50:45,2011-07-14 16:03:15,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,4350,2011-07-14 16:03:30,15
"966",21853,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-14 16:03:30,2011-07-14 17:38:30,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,5700,2011-07-14 17:38:45,15
"967",21045,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-14 17:38:45,2011-07-14 18:42:15,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,3810,2011-07-14 18:42:30,15
"968",21854,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-14 18:42:30,2011-07-14 21:03:15,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,8445,2011-07-14 21:03:30,15
"969",21046,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-14 21:03:30,2011-07-14 21:50:30,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2820,2011-07-14 21:50:45,15
"970",21855,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-14 21:50:45,2011-07-15 01:10:00,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,11955,2011-07-15 01:10:15,15
"971",21047,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-15 01:10:15,2011-07-15 01:50:30,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2415,2011-07-15 01:50:45,15
"972",21856,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-15 01:50:45,2011-07-15 08:52:45,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,25320,2011-07-15 08:53:00,15
"973",21048,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-15 08:53:00,2011-07-15 09:20:30,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,1650,2011-07-15 09:20:45,15
"974",21857,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-15 09:20:45,2011-07-15 10:37:30,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,4605,2011-07-15 10:37:45,15
"975",21049,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-15 10:37:45,2011-07-15 11:29:00,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,3075,2011-07-15 11:29:15,15
"976",21858,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-15 11:29:15,2011-07-15 12:55:45,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,5190,2011-07-15 12:56:00,15
"977",21050,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-15 12:56:00,2011-07-15 13:51:45,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,3345,2011-07-15 13:52:00,15
"978",21859,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-15 13:52:00,2011-07-15 15:33:30,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,6090,2011-07-15 15:33:45,15
"979",21051,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-15 15:33:45,2011-07-15 16:28:30,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,3285,2011-07-15 16:28:45,15
"980",21860,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-15 16:28:45,2011-07-15 18:22:45,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,6840,2011-07-15 18:23:00,15
"981",21052,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-15 18:23:00,2011-07-15 18:52:15,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,1755,2011-07-15 18:52:30,15
"982",21861,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-15 18:52:30,2011-07-15 23:21:00,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,16110,2011-07-15 23:21:15,15
"983",25883,"11-MMD013","11-MMD013_2","U-Unviewable",2011-07-15 23:21:15,2011-07-15 23:56:15,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2100,2011-07-15 23:56:30,15
"984",25884,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-15 23:56:30,2011-07-16 12:15:00,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,44310,2011-07-16 12:15:15,15
"985",21053,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-16 12:15:15,2011-07-16 13:03:15,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2880,2011-07-16 13:03:30,15
"986",21862,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-16 13:03:30,2011-07-16 14:07:15,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,3825,2011-07-16 14:07:30,15
"987",21054,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-16 14:07:30,2011-07-16 14:46:30,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2340,2011-07-16 14:46:45,15
"988",21863,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-16 14:46:45,2011-07-16 16:38:30,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,6705,2011-07-16 16:38:45,15
"989",21055,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-16 16:38:45,2011-07-16 17:17:15,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2310,2011-07-16 17:17:30,15
"990",21864,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-16 17:17:30,2011-07-16 18:15:00,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,3450,2011-07-16 18:15:15,15
"991",21056,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-16 18:15:15,2011-07-16 19:02:15,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2820,2011-07-16 19:02:30,15
"992",21865,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-16 19:02:30,2011-07-16 20:19:00,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,4590,2011-07-16 20:19:15,15
"993",21057,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-16 20:19:15,2011-07-16 21:05:00,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,2745,2011-07-16 21:05:15,15
"994",21866,"11-MMD013","11-MMD013_2","I-Incubating",2011-07-16 21:05:15,2011-07-16 22:54:15,"NotApplicable",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,6540,2011-07-16 22:54:30,15
"995",21058,"11-MMD013","11-MMD013_2","N-NotIncubating",2011-07-16 22:54:30,2011-07-16 23:25:45,"O",158,2011,180,NA,"2406-00645",7,"Hatched",203,7,4,NA,"Reconyx","2011-07-08 15:08:00",NA,"2011-07-22 7:44:30",15.05364583,13.69,179,178.7916667,178.75,178,NA,NA,"0",NA,173.7916667,173.75,NA,NA,"Active",0,0,"STEI","Hatched",NA,"4","2011-07-20","2011/07/20 11:05:00","2011/07/20 11:25:00","ASY",769,NA,NA,39.2,NA,NA,"47.3","39.9",NA,NA,NA,1875,2011-07-16 23:26:00,15
